time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230707:0230,0.0,46.41,13.04,30.52,25.41,2.9,0.0
20230707:0330,0.0,59.33,16.66,43.57,25.94,3.31,0.0
20230707:0430,0.0,74.76,21.0,56.72,26.41,3.45,0.0
20230707:0530,0.0,113.46,31.87,69.79,27.29,3.24,0.0
20230707:0630,4.14,118.76,61.75,81.66,28.75,2.55,0.0
20230707:0730,49.25,136.83,56.32,80.23,31.46,3.24,0.0
20230707:0830,121.61,146.61,65.46,67.97,31.72,3.1,0.0
20230707:0930,84.14,132.97,42.11,54.86,32.58,2.97,0.0
20230707:1030,113.04,121.31,37.98,41.71,31.39,3.17,0.0
20230707:1130,13.78,48.89,11.03,28.7,29.47,3.24,0.0
20230707:1230,6.25,33.03,6.88,15.95,29.08,2.21,0.0
20230707:1330,3.96,10.03,1.99,3.62,29.06,2.28,0.0
20230707:1430,0.0,0.0,0.0,0.0,28.68,1.72,0.0
20230707:1530,0.0,0.0,0.0,0.0,28.28,1.86,0.0
20230707:1630,0.0,0.0,0.0,0.0,28.14,2.07,0.0
20230707:1730,0.0,0.0,0.0,0.0,27.96,2.21,0.0
20230707:1830,0.0,0.0,0.0,0.0,27.7,2.48,0.0
20230707:1930,0.0,0.0,0.0,0.0,27.83,2.0,0.0
20230707:2030,0.0,0.0,0.0,0.0,27.6,1.93,0.0
20230707:2130,0.0,0.0,0.0,0.0,27.49,1.93,0.0
20230707:2230,0.0,0.0,0.0,0.0,27.34,2.14,0.0
20230707:2330,0.0,0.0,0.0,0.0,27.21,2.41,0.0
20230708:0030,0.0,3.76,1.06,5.25,27.04,2.76,0.0
20230708:0130,0.0,10.4,2.92,17.65,26.42,2.0,0.0
20230708:0230,0.0,22.52,6.32,30.45,26.55,2.62,0.0
20230708:0330,0.0,49.24,13.83,43.5,26.8,2.41,0.0
20230708:0430,0.0,45.28,12.72,56.66,27.3,2.9,0.0
20230708:0530,0.0,40.6,11.41,69.72,26.96,3.59,0.0
20230708:0630,0.52,111.63,26.71,81.55,26.56,3.1,0.0
20230708:0730,1.33,62.82,13.38,80.19,28.41,2.76,0.0
20230708:0830,6.17,110.95,24.07,67.96,28.4,2.55,0.0
20230708:0930,3.14,84.29,17.51,54.86,29.1,2.14,0.0
20230708:1030,46.1,119.81,29.34,41.71,29.18,1.72,0.0
20230708:1130,12.32,53.55,11.79,28.69,29.95,1.45,0.0
20230708:1230,0.68,21.66,4.38,15.94,28.98,2.62,0.0
20230708:1330,0.0,1.77,0.35,3.6,27.14,2.97,0.0
20230708:1430,0.0,0.0,0.0,0.0,26.46,3.03,0.0
20230708:1530,0.0,0.0,0.0,0.0,26.32,2.97,0.0
20230708:1630,0.0,0.0,0.0,0.0,26.16,2.83,0.0
20230708:1730,0.0,0.0,0.0,0.0,25.93,2.9,0.0
20230708:1830,0.0,0.0,0.0,0.0,25.8,3.31,0.0
20230708:1930,0.0,0.0,0.0,0.0,26.06,4.0,0.0
20230708:2030,0.0,0.0,0.0,0.0,25.96,3.79,0.0
20230708:2130,0.0,0.0,0.0,0.0,25.89,3.45,0.0
20230708:2230,0.0,0.0,0.0,0.0,25.91,3.59,0.0
20230708:2330,0.0,0.0,0.0,0.0,25.98,3.72,0.0
20230709:0030,0.0,2.71,0.76,5.16,26.19,4.0,0.0
20230709:0130,0.0,7.73,2.17,17.57,26.3,4.07,0.0
20230709:0230,0.0,18.21,5.12,30.38,26.39,4.41,0.0
20230709:0330,0.0,30.38,8.53,43.43,26.52,4.55,0.0
20230709:0430,0.0,39.84,11.19,56.59,26.65,4.62,0.0
20230709:0530,0.0,46.33,13.01,69.64,26.83,4.07,0.0
20230709:0630,0.14,52.8,11.65,81.44,27.38,3.79,0.0
20230709:0730,6.16,115.17,26.64,80.14,26.64,3.17,0.0
20230709:0830,7.99,105.45,23.5,67.95,27.7,2.97,0.0
20230709:0930,60.24,125.7,36.17,54.86,28.56,2.0,0.0
20230709:1030,125.34,117.19,38.74,41.71,29.71,1.38,0.0
20230709:1130,77.15,90.79,23.77,28.68,30.45,1.03,0.0
20230709:1230,50.93,47.76,11.34,15.92,30.28,1.45,0.0
20230709:1330,2.49,4.44,0.92,3.58,28.47,2.48,0.0
20230709:1430,0.0,0.0,0.0,0.0,27.1,1.66,0.0
20230709:1530,0.0,0.0,0.0,0.0,26.95,1.66,0.0
20230709:1630,0.0,0.0,0.0,0.0,26.7,1.59,0.0
20230709:1730,0.0,0.0,0.0,0.0,26.56,1.52,0.0
20230709:1830,0.0,0.0,0.0,0.0,26.36,1.24,0.0
20230709:1930,0.0,0.0,0.0,0.0,26.35,1.72,0.0
20230709:2030,0.0,0.0,0.0,0.0,26.12,1.86,0.0
20230709:2130,0.0,0.0,0.0,0.0,25.95,1.66,0.0
20230709:2230,0.0,0.0,0.0,0.0,25.72,1.59,0.0
20230709:2330,0.0,0.0,0.0,0.0,25.55,1.72,0.0
20230710:0030,0.0,6.8,1.91,5.07,25.43,1.72,0.0
20230710:0130,0.0,10.95,3.07,17.49,25.55,1.93,0.0
20230710:0230,0.0,24.67,6.93,30.3,25.7,2.0,0.0
20230710:0330,0.0,52.05,14.62,43.35,26.05,1.79,0.0
20230710:0430,0.0,59.56,16.73,56.51,27.13,2.21,0.0
20230710:0530,0.0,72.46,20.36,69.56,27.86,2.62,0.0
20230710:0630,5.02,102.8,56.22,81.33,28.75,2.76,0.0
20230710:0730,48.1,136.36,54.84,80.09,31.61,2.55,0.0
20230710:0830,60.14,109.04,39.52,67.94,32.15,2.48,0.0
20230710:0930,137.36,134.98,52.31,54.85,31.52,1.93,0.0
20230710:1030,101.84,96.37,32.13,41.7,31.93,1.72,0.0
20230710:1130,147.07,84.9,28.83,28.67,31.76,1.86,0.0
20230710:1230,29.37,39.89,9.1,15.9,30.88,2.28,0.0
20230710:1330,8.04,7.45,1.51,3.55,29.55,1.72,0.0
20230710:1430,0.0,0.0,0.0,0.0,28.86,1.59,0.0
20230710:1530,0.0,0.0,0.0,0.0,28.06,1.17,0.0
20230710:1630,0.0,0.0,0.0,0.0,27.64,1.1,0.0
20230710:1730,0.0,0.0,0.0,0.0,27.16,0.69,0.0
20230710:1830,0.0,0.0,0.0,0.0,26.97,0.69,0.0
20230710:1930,0.0,0.0,0.0,0.0,26.06,0.97,0.0
20230710:2030,0.0,0.0,0.0,0.0,25.8,0.62,0.0
20230710:2130,0.0,0.0,0.0,0.0,25.62,0.41,0.0
20230710:2230,0.0,0.0,0.0,0.0,25.51,0.48,0.0
20230710:2330,0.0,0.0,0.0,0.0,25.36,0.62,0.0
20230711:0030,0.0,3.93,1.11,4.98,25.32,0.55,0.0
20230711:0130,0.0,14.36,4.03,17.41,25.48,0.34,0.0
20230711:0230,0.0,43.7,12.27,30.23,25.86,0.41,0.0
20230711:0330,0.0,53.19,14.94,43.28,26.76,1.45,0.0
20230711:0430,0.0,78.71,22.11,56.44,28.12,1.59,0.0
20230711:0530,0.0,84.23,23.66,69.48,29.34,1.72,0.0
20230711:0630,4.88,135.62,59.23,81.21,30.49,1.66,0.0
20230711:0730,23.52,126.07,38.54,80.03,31.5,0.83,0.0
20230711:0830,114.11,127.49,58.88,67.92,31.49,0.69,0.0
20230711:0930,132.58,113.95,47.67,54.84,32.12,0.62,0.0
20230711:1030,67.45,112.51,30.47,41.69,31.87,0.55,0.0
20230711:1130,45.95,76.0,18.67,28.65,31.28,0.48,0.0
20230711:1230,20.13,41.89,9.07,15.88,30.7,1.31,0.0
20230711:1330,0.0,5.81,1.16,3.51,29.64,1.52,0.0
20230711:1430,0.0,0.0,0.0,0.0,28.66,1.38,0.0
20230711:1530,0.0,0.0,0.0,0.0,27.98,1.72,0.0
20230711:1630,0.0,0.0,0.0,0.0,27.67,2.0,0.0
20230711:1730,0.0,0.0,0.0,0.0,27.39,2.0,0.0
20230711:1830,0.0,0.0,0.0,0.0,27.32,1.79,0.0
20230711:1930,0.0,0.0,0.0,0.0,26.97,0.9,0.0
20230711:2030,0.0,0.0,0.0,0.0,26.92,0.76,0.0
20230711:2130,0.0,0.0,0.0,0.0,26.81,0.97,0.0
20230711:2230,0.0,0.0,0.0,0.0,26.62,1.52,0.0
20230711:2330,0.0,0.0,0.0,0.0,26.24,1.59,0.0
20230712:0030,0.0,4.59,1.29,4.89,26.14,1.59,0.0
20230712:0130,0.0,10.63,2.99,17.32,26.08,1.59,0.0
20230712:0230,0.0,18.1,5.08,30.15,25.9,1.79,0.0
20230712:0330,0.0,23.62,6.63,43.21,25.88,1.93,0.0
20230712:0430,0.0,42.83,12.03,56.37,26.1,2.07,0.0
20230712:0530,0.0,47.15,13.24,69.4,26.62,2.21,0.0
20230712:0630,1.7,165.86,43.52,81.09,27.02,2.28,0.0
20230712:0730,76.72,109.72,65.64,79.96,29.36,2.34,0.0
20230712:0830,152.83,105.42,66.48,67.9,30.68,2.41,0.0
20230712:0930,170.75,130.58,57.72,54.83,31.49,2.55,0.0
20230712:1030,160.88,107.37,41.55,41.67,32.03,2.28,0.0
20230712:1130,118.52,89.68,26.83,28.63,32.09,2.07,0.0
20230712:1230,43.35,33.41,8.6,15.85,30.89,2.41,0.0
20230712:1330,19.05,8.72,1.76,3.47,29.33,2.62,0.0
20230712:1430,0.0,0.0,0.0,0.0,28.65,2.69,0.0
20230712:1530,0.0,0.0,0.0,0.0,28.19,2.28,0.0
20230712:1630,0.0,0.0,0.0,0.0,27.8,2.14,0.0
20230712:1730,0.0,0.0,0.0,0.0,27.56,2.28,0.0
20230712:1830,0.0,0.0,0.0,0.0,27.2,2.28,0.0
20230712:1930,0.0,0.0,0.0,0.0,27.16,1.79,0.0
20230712:2030,0.0,0.0,0.0,0.0,26.94,1.72,0.0
20230712:2130,0.0,0.0,0.0,0.0,26.55,2.21,0.0
20230712:2230,0.0,0.0,0.0,0.0,26.21,2.55,0.0
20230712:2330,0.0,0.0,0.0,0.0,26.14,1.93,0.0
20230713:0030,0.0,4.08,1.14,4.8,26.08,1.59,0.0
20230713:0130,0.0,19.4,5.45,17.24,26.19,1.66,0.0
20230713:0230,0.0,28.52,8.01,30.07,26.5,1.93,0.0
20230713:0330,0.0,41.94,11.78,43.13,26.78,2.14,0.0
20230713:0430,0.0,78.55,22.06,56.3,27.02,2.14,0.0
20230713:0530,0.0,102.01,28.65,69.32,27.66,2.48,0.0
20230713:0630,6.09,136.1,61.2,80.96,28.51,2.62,0.0
20230713:0730,65.24,178.93,72.07,79.88,31.36,1.45,0.0
20230713:0830,76.55,186.33,58.28,67.87,32.21,2.0,0.0
20230713:0930,113.75,131.48,46.77,54.81,32.16,2.55,0.0
20230713:1030,118.15,115.5,37.14,41.65,31.0,2.83,0.0
20230713:1130,119.11,92.65,27.24,28.61,31.14,2.48,0.0
20230713:1230,61.21,46.57,11.46,15.81,31.13,1.59,0.0
20230713:1330,8.02,9.95,1.95,3.43,30.67,1.52,0.0
20230713:1430,0.0,0.0,0.0,0.0,29.79,2.07,0.0
20230713:1530,0.0,0.0,0.0,0.0,29.12,2.07,0.0
20230713:1630,0.0,0.0,0.0,0.0,28.68,2.14,0.0
20230713:1730,0.0,0.0,0.0,0.0,28.28,2.0,0.0
20230713:1830,0.0,0.0,0.0,0.0,27.97,1.86,0.0
20230713:1930,0.0,0.0,0.0,0.0,27.57,2.21,0.0
20230713:2030,0.0,0.0,0.0,0.0,27.29,2.0,0.0
20230713:2130,0.0,0.0,0.0,0.0,26.92,2.28,0.0
20230713:2230,0.0,0.0,0.0,0.0,26.35,2.41,0.0
20230713:2330,0.0,0.0,0.0,0.0,26.05,2.0,0.0
20230714:0030,0.0,4.34,1.22,4.7,25.81,1.45,0.0
20230714:0130,0.0,27.02,7.59,17.15,25.9,1.66,0.0
20230714:0230,0.0,53.7,15.09,29.99,26.51,2.34,0.0
20230714:0330,0.0,77.08,21.65,43.06,27.66,2.34,0.0
20230714:0430,0.0,94.57,26.56,56.22,28.54,2.0,0.0
20230714:0530,0.0,122.36,34.37,69.24,29.56,1.52,0.0
20230714:0630,1.28,119.07,30.33,80.83,30.14,0.97,0.0
20230714:0730,9.09,94.82,24.01,79.8,29.5,1.59,0.0
20230714:0830,26.72,135.07,34.51,67.84,29.65,0.9,0.0
20230714:0930,105.39,120.95,43.24,54.79,30.21,0.55,0.0
20230714:1030,105.18,88.52,30.9,41.63,30.91,0.28,0.0
20230714:1130,97.24,90.32,25.0,28.58,30.91,1.1,0.0
20230714:1230,45.0,44.91,10.49,15.78,30.85,0.9,0.0
20230714:1330,4.72,8.13,1.62,3.38,30.39,0.62,0.0
20230714:1430,0.0,0.0,0.0,0.0,29.48,2.0,0.0
20230714:1530,0.0,0.0,0.0,0.0,28.84,2.28,0.0
20230714:1630,0.0,0.0,0.0,0.0,28.4,2.21,0.0
20230714:1730,0.0,0.0,0.0,0.0,28.06,2.28,0.0
20230714:1830,0.0,0.0,0.0,0.0,27.78,2.0,0.0
20230714:1930,0.0,0.0,0.0,0.0,26.93,1.24,0.0
20230714:2030,0.0,0.0,0.0,0.0,26.86,0.69,0.0
20230714:2130,0.0,0.0,0.0,0.0,26.76,0.28,0.0
20230714:2230,0.0,0.0,0.0,0.0,26.54,0.69,0.0
20230714:2330,0.0,0.0,0.0,0.0,26.3,1.03,0.0
20230715:0030,0.0,5.41,1.52,4.61,25.96,1.52,0.0
20230715:0130,0.0,24.14,6.78,17.07,25.76,1.59,0.0
20230715:0230,0.0,38.2,10.73,29.91,26.24,1.59,0.0
20230715:0330,0.0,69.08,19.41,42.98,27.02,1.45,0.0
20230715:0430,0.0,82.04,23.04,56.15,28.51,1.24,0.0
20230715:0530,0.0,97.06,27.26,69.15,29.67,1.17,0.0
20230715:0630,7.54,144.93,64.94,80.7,30.51,0.97,0.0
20230715:0730,49.75,139.58,54.95,79.71,31.74,0.97,0.0
20230715:0830,70.84,142.24,48.14,67.81,32.04,0.83,0.0
20230715:0930,87.9,154.39,45.84,54.76,32.38,0.97,0.0
20230715:1030,62.99,90.95,25.85,41.6,32.33,0.97,0.0
20230715:1130,10.69,59.1,12.68,28.55,31.0,1.59,0.0
20230715:1230,2.78,23.47,4.84,15.73,30.18,1.59,0.0
20230715:1330,0.76,5.97,1.2,3.32,29.64,1.86,0.0
20230715:1430,0.0,0.0,0.0,0.0,28.89,2.28,0.0
20230715:1530,0.0,0.0,0.0,0.0,28.22,2.69,0.0
20230715:1630,0.0,0.0,0.0,0.0,27.29,2.76,0.0
20230715:1730,0.0,0.0,0.0,0.0,26.48,2.14,0.0
20230715:1830,0.0,0.0,0.0,0.0,26.1,1.45,0.0
20230715:1930,0.0,0.0,0.0,0.0,26.66,2.21,0.0
20230715:2030,0.0,0.0,0.0,0.0,26.52,1.93,0.0
20230715:2130,0.0,0.0,0.0,0.0,26.39,1.79,0.0
20230715:2230,0.0,0.0,0.0,0.0,26.33,1.59,0.0
20230715:2330,0.0,0.0,0.0,0.0,26.21,1.72,0.0
20230716:0030,0.0,3.51,0.99,4.51,26.12,2.07,0.0
20230716:0130,0.0,17.98,5.05,16.98,26.16,2.07,0.0
20230716:0230,0.0,35.33,9.92,29.83,26.53,1.93,0.0
20230716:0330,0.0,55.25,15.52,42.91,27.51,1.93,0.0
20230716:0430,0.0,76.49,21.49,56.07,28.53,1.93,0.0
20230716:0530,0.0,87.72,24.64,69.06,28.93,1.66,0.0
20230716:0630,7.96,145.24,64.12,80.56,30.01,1.59,0.0
20230716:0730,62.99,126.17,59.25,79.62,31.26,1.52,0.0
20230716:0830,149.99,106.68,64.46,67.76,31.68,1.59,0.0
20230716:0930,188.82,119.95,58.55,54.73,32.08,1.66,0.0
20230716:1030,188.09,107.21,44.51,41.57,32.3,1.79,0.0
20230716:1130,139.24,99.84,29.66,28.51,32.2,1.72,0.0
20230716:1230,50.22,40.38,9.91,15.69,31.26,1.38,0.0
20230716:1330,15.68,10.1,1.95,3.27,30.55,0.14,0.0
20230716:1430,0.0,0.0,0.0,0.0,29.87,0.28,0.0
20230716:1530,0.0,0.0,0.0,0.0,29.19,0.97,0.0
20230716:1630,0.0,0.0,0.0,0.0,28.67,1.38,0.0
20230716:1730,0.0,0.0,0.0,0.0,28.25,1.31,0.0
20230716:1830,0.0,0.0,0.0,0.0,27.92,1.31,0.0
20230716:1930,0.0,0.0,0.0,0.0,27.57,0.83,0.0
20230716:2030,0.0,0.0,0.0,0.0,27.32,0.83,0.0
20230716:2130,0.0,0.0,0.0,0.0,27.18,0.83,0.0
20230716:2230,0.0,0.0,0.0,0.0,27.04,0.69,0.0
20230716:2330,0.0,0.0,0.0,0.0,26.81,0.9,0.0
20230717:0030,0.0,7.03,1.97,4.41,26.72,0.97,0.0
20230717:0130,0.0,29.76,8.36,16.89,27.02,0.69,0.0
20230717:0230,0.0,41.72,11.72,29.75,28.42,0.83,0.0
20230717:0330,0.0,62.71,17.61,42.83,29.1,0.97,0.0
20230717:0430,0.0,79.19,22.24,55.99,30.03,1.1,0.0
20230717:0530,0.0,74.14,20.82,68.97,30.89,0.97,0.0
20230717:0630,4.88,161.77,52.19,80.42,31.19,0.76,0.0
20230717:0730,32.97,176.94,52.65,79.51,31.69,1.38,0.0
20230717:0830,92.45,158.82,56.87,67.72,32.0,1.38,0.0
20230717:0930,108.54,151.0,48.6,54.7,32.23,1.38,0.0
20230717:1030,91.23,105.95,31.78,41.53,32.42,1.52,0.0
20230717:1130,48.43,67.63,17.17,28.47,32.14,1.24,0.0
20230717:1230,23.98,28.21,6.67,15.64,31.67,0.97,0.0
20230717:1330,15.05,10.24,1.96,3.2,31.08,0.55,0.0
20230717:1430,0.0,0.0,0.0,0.0,30.1,1.72,0.0
20230717:1530,0.0,0.0,0.0,0.0,29.48,2.07,0.0
20230717:1630,0.0,0.0,0.0,0.0,28.86,2.41,0.0
20230717:1730,0.0,0.0,0.0,0.0,28.42,2.41,0.0
20230717:1830,0.0,0.0,0.0,0.0,28.05,2.69,0.0
20230717:1930,0.0,0.0,0.0,0.0,27.77,2.28,0.0
20230717:2030,0.0,0.0,0.0,0.0,27.48,2.14,0.0
20230717:2130,0.0,0.0,0.0,0.0,26.96,1.52,0.0
20230717:2230,0.0,0.0,0.0,0.0,26.66,1.31,0.0
20230717:2330,0.0,0.0,0.0,0.0,26.34,1.59,0.0
20230718:0030,0.0,3.6,1.01,4.31,26.0,1.86,0.0
20230718:0130,0.0,16.57,4.65,16.8,25.99,2.0,0.0
20230718:0230,0.0,27.13,7.62,29.67,26.19,2.0,0.0
20230718:0330,0.0,78.75,22.12,42.75,26.51,2.0,0.0
20230718:0430,0.0,104.7,29.41,55.92,28.39,2.21,0.0
20230718:0530,0.0,134.89,37.89,68.88,29.45,2.83,0.0
20230718:0630,3.5,152.25,43.59,80.27,30.04,2.55,0.0
20230718:0730,31.75,186.37,53.64,79.4,30.44,2.97,0.0
20230718:0830,39.07,184.58,47.1,67.67,31.11,2.76,0.0
20230718:0930,86.33,178.14,49.42,54.66,31.45,2.62,0.0
20230718:1030,65.2,134.39,33.65,41.49,31.84,2.28,0.0
20230718:1130,28.35,71.15,16.25,28.42,31.19,2.62,0.0
20230718:1230,8.15,32.97,6.9,15.58,29.48,2.48,0.0
20230718:1330,0.0,6.21,1.24,3.14,28.53,3.03,0.0
20230718:1430,0.0,0.0,0.0,0.0,27.8,2.69,0.0
20230718:1530,0.0,0.0,0.0,0.0,27.55,2.48,0.0
20230718:1630,0.0,0.0,0.0,0.0,27.45,2.97,0.0
20230718:1730,0.0,0.0,0.0,0.0,27.29,2.97,0.0
20230718:1830,0.0,0.0,0.0,0.0,27.15,2.9,0.0
20230718:1930,0.0,0.0,0.0,0.0,27.16,2.83,0.0
20230718:2030,0.0,0.0,0.0,0.0,26.9,2.83,0.0
20230718:2130,0.0,0.0,0.0,0.0,26.91,2.76,0.0
20230718:2230,0.0,0.0,0.0,0.0,26.79,2.55,0.0
20230718:2330,0.0,0.0,0.0,0.0,26.62,2.48,0.0
20230719:0030,0.0,5.8,1.63,4.21,26.54,2.48,0.0
20230719:0130,0.0,26.81,7.53,16.71,26.63,2.48,0.0
20230719:0230,0.0,51.14,14.36,29.58,27.51,3.24,0.0
20230719:0330,0.0,54.33,15.26,42.68,28.56,4.14,0.0
20230719:0430,0.0,65.15,18.3,55.84,29.63,4.21,0.0
20230719:0530,0.0,80.65,22.66,68.79,30.77,4.34,0.0
20230719:0630,12.99,112.44,67.98,80.12,31.31,4.69,0.0
20230719:0730,80.85,135.38,69.24,79.28,32.69,3.38,0.0
20230719:0830,119.99,162.58,64.67,67.61,33.02,3.45,0.0
20230719:0930,182.48,125.79,57.44,54.61,33.02,3.38,0.0
20230719:1030,137.55,118.52,39.26,41.45,33.0,3.31,0.0
20230719:1130,112.19,73.93,23.24,28.37,32.52,3.24,0.0
20230719:1230,81.34,51.17,12.66,15.52,31.88,2.21,0.0
20230719:1330,14.87,9.15,1.77,3.07,31.39,1.72,0.0
20230719:1430,0.0,0.0,0.0,0.0,30.61,1.59,0.0
20230719:1530,0.0,0.0,0.0,0.0,29.76,1.86,0.0
20230719:1630,0.0,0.0,0.0,0.0,29.32,2.0,0.0
20230719:1730,0.0,0.0,0.0,0.0,28.88,1.93,0.0
20230719:1830,0.0,0.0,0.0,0.0,28.56,1.79,0.0
20230719:1930,0.0,0.0,0.0,0.0,28.57,1.66,0.0
20230719:2030,0.0,0.0,0.0,0.0,28.2,1.52,0.0
20230719:2130,0.0,0.0,0.0,0.0,27.95,1.38,0.0
20230719:2230,0.0,0.0,0.0,0.0,27.66,1.52,0.0
20230719:2330,0.0,0.0,0.0,0.0,27.4,1.72,0.0
20230720:0030,0.0,7.26,2.04,4.1,27.37,1.86,0.0
20230720:0130,0.0,28.2,7.92,16.62,27.66,1.79,0.0
20230720:0230,0.0,42.1,11.82,29.5,29.1,1.93,0.0
20230720:0330,0.0,52.83,14.84,42.6,30.64,1.93,0.0
20230720:0430,0.0,59.63,16.75,55.76,31.97,1.93,0.0
20230720:0530,0.0,64.7,18.17,68.7,32.97,1.86,0.0
20230720:0630,18.21,89.94,77.54,79.96,33.4,1.72,0.0
20230720:0730,98.53,99.27,71.07,79.16,33.91,1.59,0.0
20230720:0830,175.45,125.18,73.5,67.55,34.27,1.38,0.0
20230720:0930,255.02,107.37,68.11,54.56,34.59,1.24,0.0
20230720:1030,235.93,110.07,50.34,41.4,34.7,1.38,0.0
20230720:1130,121.14,75.81,24.16,28.32,34.38,1.52,0.0
20230720:1230,84.66,47.17,12.17,15.46,33.44,1.66,0.0
20230720:1330,17.76,10.04,1.89,2.99,32.77,1.38,0.0
20230720:1430,0.0,0.0,0.0,0.0,31.79,1.59,0.0
20230720:1530,0.0,0.0,0.0,0.0,30.93,1.72,0.0
20230720:1630,0.0,0.0,0.0,0.0,30.48,1.52,0.0
20230720:1730,0.0,0.0,0.0,0.0,29.94,1.45,0.0
20230720:1830,0.0,0.0,0.0,0.0,29.55,1.59,0.0
20230720:1930,0.0,0.0,0.0,0.0,29.8,0.21,0.0
20230720:2030,0.0,0.0,0.0,0.0,29.32,0.21,0.0
20230720:2130,0.0,0.0,0.0,0.0,28.79,0.48,0.0
20230720:2230,0.0,0.0,0.0,0.0,28.33,0.9,0.0
20230720:2330,0.0,0.0,0.0,0.0,28.29,1.1,0.0
20230721:0030,0.0,6.78,1.9,4.0,28.01,0.9,0.0
20230721:0130,0.0,30.33,8.52,16.53,28.22,0.62,0.0
20230721:0230,0.0,54.15,15.21,29.42,29.04,0.69,0.0
20230721:0330,0.0,62.5,17.56,42.52,29.97,1.31,0.0
20230721:0430,0.0,104.22,29.27,55.68,30.89,2.55,0.0
20230721:0530,0.0,116.98,32.86,68.6,31.65,3.24,0.0
20230721:0630,16.27,102.19,69.84,79.8,32.15,3.31,0.0
20230721:0730,93.84,118.65,71.61,79.02,33.87,1.86,0.0
20230721:0830,208.09,108.77,79.67,67.48,34.53,2.55,0.0
20230721:0930,207.86,118.24,60.37,54.51,35.03,2.69,0.0
20230721:1030,221.11,114.9,48.82,41.35,34.97,2.34,0.0
20230721:1130,148.94,102.45,30.14,28.26,34.84,2.28,0.0
20230721:1230,76.38,55.9,13.0,15.39,34.23,2.14,0.0
20230721:1330,13.2,10.93,2.05,2.91,33.27,1.72,0.0
20230721:1430,0.0,0.0,0.0,0.0,32.17,1.93,0.0
20230721:1530,0.0,0.0,0.0,0.0,31.43,2.14,0.0
20230721:1630,0.0,0.0,0.0,0.0,30.91,2.48,0.0
20230721:1730,0.0,0.0,0.0,0.0,30.55,2.83,0.0
20230721:1830,0.0,0.0,0.0,0.0,30.29,3.1,0.0
20230721:1930,0.0,0.0,0.0,0.0,30.29,3.31,0.0
20230721:2030,0.0,0.0,0.0,0.0,29.87,3.17,0.0
20230721:2130,0.0,0.0,0.0,0.0,29.53,3.24,0.0
20230721:2230,0.0,0.0,0.0,0.0,29.28,3.24,0.0
20230721:2330,0.0,0.0,0.0,0.0,28.99,3.1,0.0
20230722:0030,0.0,7.69,2.16,3.89,28.76,3.24,0.0
20230722:0130,0.0,34.07,9.57,16.43,28.84,3.59,0.0
20230722:0230,0.0,69.42,19.5,29.33,29.39,3.52,0.0
20230722:0330,0.0,77.5,21.77,42.44,30.23,4.76,0.0
20230722:0430,0.0,73.16,20.55,55.6,31.19,5.66,0.0
20230722:0530,0.0,76.24,21.41,68.5,31.9,5.24,0.0
20230722:0630,1.28,114.33,26.5,79.64,32.59,5.31,0.0
20230722:0730,28.62,116.67,37.49,78.88,30.75,4.21,0.0
20230722:0830,49.96,131.87,39.41,67.4,31.34,4.69,0.0
20230722:0930,85.23,153.21,44.24,54.45,31.85,4.76,0.0
20230722:1030,109.33,92.35,31.14,41.29,32.31,4.97,0.0
20230722:1130,131.37,96.27,27.75,28.2,32.15,4.97,0.0
20230722:1230,44.27,52.22,11.34,15.32,32.01,4.69,0.0
20230722:1330,14.69,11.2,2.08,2.82,31.31,3.79,0.0
20230722:1430,0.0,0.0,0.0,0.0,30.66,3.38,0.0
20230722:1530,0.0,0.0,0.0,0.0,30.13,2.97,0.0
20230722:1630,0.0,0.0,0.0,0.0,29.68,2.9,0.0
20230722:1730,0.0,0.0,0.0,0.0,29.39,3.1,0.0
20230722:1830,0.0,0.0,0.0,0.0,29.14,3.38,0.0
20230722:1930,0.0,0.0,0.0,0.0,29.4,3.38,0.0
20230722:2030,0.0,0.0,0.0,0.0,29.07,3.03,0.0
20230722:2130,0.0,0.0,0.0,0.0,28.67,2.83,0.0
20230722:2230,0.0,0.0,0.0,0.0,28.38,2.83,0.0
20230722:2330,0.0,0.0,0.0,0.0,28.11,2.97,0.0
20230723:0030,0.0,6.78,1.9,3.79,28.0,3.24,0.0
20230723:0130,0.0,28.68,8.06,16.34,28.2,3.52,0.0
20230723:0230,0.0,42.68,11.99,29.25,28.9,3.66,0.0
20230723:0330,0.0,57.94,16.27,42.36,29.67,4.41,0.0
20230723:0430,0.0,64.6,18.14,55.52,30.62,5.31,0.0
20230723:0530,0.0,75.72,21.27,68.4,31.2,5.24,0.0
20230723:0630,23.29,106.29,83.95,79.47,32.04,4.97,0.0
20230723:0730,109.73,132.32,81.05,78.74,33.51,4.48,0.0
20230723:0830,187.7,135.9,77.3,67.32,33.89,4.14,0.0
20230723:0930,188.07,139.78,59.48,54.39,34.19,4.14,0.0
20230723:1030,193.29,118.65,45.34,41.23,33.96,4.34,0.0
20230723:1130,109.43,95.03,25.8,28.13,33.36,4.34,0.0
20230723:1230,37.27,40.98,9.24,15.24,32.02,3.59,0.0
20230723:1330,10.99,7.79,1.51,2.73,31.23,2.55,0.0
20230723:1430,0.0,0.0,0.0,0.0,30.81,2.76,0.0
20230723:1530,0.0,0.0,0.0,0.0,30.44,2.69,0.0
